Query_ID,Generated_Query,Original_Title,Original_URL,Result_Rank,Result_Title,Result_URL,Result_Description,Search_Score,Is_Original_Match,Is_Title_Match,Is_URL_Match
,,,,9,Regarding Connection Between Oracle and Alteryx using Odbc 32 bit,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/Regarding-Connection-Between-Oracle-and-Alteryx-using-Odbc-32/td-p/682626,I am not sure whether with this version i can connect with oracke ODBC 32 bit connector If yes then please provide step by step details If not then please provide how to connect with 64 bit ODBC Currently i have Oracle oraclient12 Home1_32 bit Oracle setup Also please provide driver details in both case 32 bit and 64 bit Please l,1.6129236,NO,NO,NO
,,,,10,postgres driver not working error code 193,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/postgres-driver-not-working-error-code-193/td-p/1208513,I downloaded the Postgres SQL driver FROM the Alteryx website https us1 alteryxcloud com license-portal However I am getting error 192 the setup routines for simba postgresSQL ODBC drivers ODBC driver could not be loaded due to system error code 192 Why am I getting this error if I downloaded the driver from the Alteryx website,1.6066766,NO,NO,NO
9,Amazon Redshift ODBC connection setup read write issues,Amazon Redshift,https://help.alteryx.com/current/en/designer/data-sources/amazon-redshift.html,1,Redshift Bulk Loader Failing,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/Redshift-Bulk-Loader-Failing/td-p/368369,Error Write Data In-DB 7 Error SQLDriverConnect Amazon DSI 20032 Required setting 'PWD' is not present in the connection settings Has anyone encountered this issue before Note I do not know what a bucket name is so i just entered random text there could that be causing this issue,1.6440327,NO,NO,NO
,,,,2,Amazon Redshift Connections,https://help.alteryx.com/aac/en/platform/connections/supported-connection-types/amazon-redshift-connections.html,This is a known issue with Amazon Redshift No schema validation is performed as part of writing results to Amazon Redshift Credentials and permissions are not validated when you are modifying the destination for a publishing job For Amazon Redshift no validation is performed to determine if the targetadministrator must configure read permissions,1.6299946,NO,YES,NO
,,,,3,Apache Hive,https://help.alteryx.com/current/en/designer/data-sources/apache-hive.html,For more information go to Unicode character SQL INSERT issue If you have issues with reading or writing Unicode characters access the Simba Impala ODBC driver,1.608829,NO,NO,NO
,,,,4,SSL error certificate verify failed - setup Amazon redshift ODBC connection to Alteryx,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/quot-SSL-error-certificate-verify-failed-quot-setup-Amazon/td-p/1273845,Hi We would like to setup Amazon redshift ODBC connection to use it Alteryx We are getting SSL error certificate verify failed error when we try to setup a connection I have attached the error screenshot and SSL configuration screenshot as well Amazon driver version - v1 4 20 1001 64 bit Has anyone experienced this issue Please share your suggestions Thanks for any help Regards,1.6065631,NO,YES,NO
,,,,5,Databricks,https://help.alteryx.com/current/en/designer/data-sources/databricks.html,Tools Used to ConnectStandard Workflow Processing Input Data ToolIn-Database Workflow Processing Connect In-DB Tool Data Stream In ToolIf you have issues with reading or writing Unicode characters access the Simba Impala ODBC driver,1.6046249,NO,NO,NO
,,,,6,HELP Simba Spark ODBC Driver DSN-Less connection String,https://community.alteryx.com/t5/Alteryx-Server-Discussions/HELP-quot-Simba-Spark-ODBC-Driver-quot-DSN-Less-connection/td-p/627724,The read connection string I have converted to DSN-Less without any issue but the write driver part seems to always expect a DSN name based on the error given,1.5937372,NO,NO,NO
,,,,7,Bulk load operations with DSN-less connection string,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/Bulk-load-operations-with-DSN-less-connection-string/td-p/598444,Example of working DSN-less string for AWS Redshift write odbc DRIVER Amazon Redshift x64 Server HOST Port 5439 UID USERNAME Password PASSWORD Database DATABASE_NAME TABLE_NAME Example of the same string with rsbl prefix and additional needed parametersHow do you solve these issues in environments where it is not possible or not effective to maintain DSN definition directly on the Alteryx,1.589618,NO,NO,NO
,,,,8,ODBC DSN less connection to Redshift database in Alteryx,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/ODBC-DSN-less-connection-to-Redshift-database-in-Alteryx/td-p/1078615,Hi All I have multiple workflows which reads transforms & writes data into RedShift database using ODBC DSN connections Hence would like to know the feasibility and procedure to enable database connectivity dynamically within workflows without using the ODBC DSN connections,1.582868,NO,NO,NO
,,,,9,How to setup ReadOnly Connection for a particular database,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/How-to-setup-ReadOnly-Connection-for-a-particular-database/td-p/995907,Hi there I have one database connection which is already saved in Alteryx under Option- Advanced Options- Manage Data Connections Currently due to permissions issue my manager wants this database permissions to be changed to READONLY I am struggling to change this I have tried Read Uncommitted option available in input tool but i think it is not working May you please help me regarding the same,1.580618,NO,NO,NO
,,,,10,How to format common ODBC DSN-less connection strings,https://knowledge.alteryx.com/index/s/article/How-To-format-common-ODBC-DSN-less-connection-strings-1583461565318,,1.5736915,NO,NO,NO
10,Curators Server user roles permissions setup,User Roles and Permissions,https://help.alteryx.com/current/en/server/administer-alteryx-server/user-and-group-management/user-roles-and-permissions.html,1,User Roles and Permissions,https://help.alteryx.com/current/en/server/administer-alteryx-server/user-and-group-management/user-roles-and-permissions.html,User roles are set by Curators Server admins in the Server Admin interface,1.7165058,YES,YES,YES
,,,,2,Split Curators into two roles to allow for better integration with an IT Security Governan,https://community.alteryx.com/t5/Alteryx-Server-Ideas/Split-Curators-into-two-roles-to-allow-for-better-integration/idi-p/958417,Currently one of the pain points when looking at integrating Alteryx Server into an organisation is the role of a Curator and who should be given that role This would also not effect pre-existing setups of curators as in the update of implementation all current Curators should be adapted into 'Super Curators ' Thanks TheOCThese 'Super Curators ' or User - Curators,1.6636565,NO,NO,NO
,,,,3,Allow Users to Create Collections,https://help.alteryx.com/current/en/server/administer-alteryx-server/collections--admin-interface/allow-users-to-create-collections.html,Curators Server Admins have to give users permission to create collections,1.6390938,NO,NO,NO
,,,,4,Access the Server Admin Interface,https://help.alteryx.com/current/en/server/administer-alteryx-server/access-the-server-admin-interface.html,Users with the curator user role are considered Server admins Curators can access the Server Admin interface via the Server UI To do so select the Admin tab,1.6383593,NO,NO,NO
,,,,5,Allow Artisan Curator roles to create Gallery Credentials,https://community.alteryx.com/t5/Alteryx-Server-Ideas/Allow-Artisan-Curator-roles-to-create-Gallery-Credentials/idi-p/728458,But this doesn't seem to make sense because publishing users may need to embed their credentials in workflows And they would benefit from managing these on server so that password changes don't require re-publishing large numbers of workflows Please allow any user to create and manage credentials on the Gallery,1.6217266,NO,NO,NO
,,,,6,Server Security Roles,https://community.alteryx.com/t5/Alteryx-Server-Discussions/Server-Security-Roles/td-p/586914,Hi Is there any documentation on what each role in the server gives access to Admin Curator etc I'm currently setting up our company's server and want to determine what roles should be assigned Thanks Johnny,1.6086279,NO,NO,NO
,,,,7,User role showing in profile page,https://community.alteryx.com/t5/Alteryx-Server-Ideas/User-role-showing-in-profile-page/idi-p/987175,Hi Server users It is amazing to know the permissions we have when accessing our own profile but sometimes that is not enough Knowing your server role is needed to perform a few tasks and it would be fantastic to have something simple like the example below,1.5998466,NO,NO,NO
,,,,8,Studio Moderator Subscription Level Curator,https://community.alteryx.com/t5/Alteryx-Server-Ideas/Studio-Moderator-Subscription-Level-Curator/idi-p/101559,This problem is exacerbated by also having to manage user permissions and which users belong in each Subscription Right now that is not much of a big deal but as the number of users begins to scale this could become a very daunting task This person can be assigned one or more subscriptions by a full Curator and will have Curator -like permission but only to the assigned Subscriptions The issue is that there is,1.5960026,NO,NO,NO
,,,,9,Allow User Access to the Server API,https://help.alteryx.com/current/en/server/administer-alteryx-server/user-and-group-management/allow-user-access-to-the-server-api.html,Curators Server admin can follow these steps to enable a user's API access Go to the User Management page in the Server Admin interface Select a user and go to the Permissions section,1.595532,NO,NO,NO
,,,,10,User Setup in Alteryx Gallery as Viewer,https://community.alteryx.com/t5/Alteryx-Server-Discussions/User-Setup-in-Alteryx-Gallery-as-Viewer/td-p/435520,I add the user by clicking on Add New User I specify the user details and check no for curator The user is created as below The user is created as an artisan I believe he should be a viewer but there is no options for me to change that I also notice that the Permissions link is missingThis user should only have access to run the alteryx app that is created by myself I am unable to work out how to,1.5920862,NO,NO,NO
11,SQL connection string configuration advanced settings,SQL DB Advanced Connection Strings,https://help.alteryx.com/current/en/server/configure/database-management/sql-db-management/sql-db-advanced-connection-strings.html,1,SQL DB Advanced Connection Strings,https://help.alteryx.com/current/en/server/configure/database-management/sql-db-management/sql-db-advanced-connection-strings.html,Connection StringsSQL DB Advanced Connection StringsFor Controller and Server UI persistence use advanced connection strings to connect to SQL DB ControllerRefer to Connection String Syntax for connection string syntax tips from Microsoft SQL Server Cluster and Custom PortsIf your Microsoft SQL Server,2.1691778,YES,YES,YES
,,,,2,MongoDB Advanced Connection Strings,https://help.alteryx.com/current/en/server/configure/database-management/mongodb-management/mongodb-advanced-connection-strings.html,For Controller and Server UI persistence you can use advanced connection strings to connect to MongoDB,1.6316986,NO,NO,NO
,,,,3,MySQL Connections,https://help.alteryx.com/dataprep/en/platform/connections/connection-types/mysql-connections.html,For more information on MySQL see https www mysql com TipYou can create connections to databases of this type that are managed by your enterprise or are hosted in cloud infrastructure The required configuration is the same The cloud-based version is labeled on Cloud SQL,1.6263773,NO,NO,NO
,,,,4,Settings,https://help.alteryx.com/current/en/connect/administer-connect/administration-console/settings.html,Work through the settings screens to configure Connect System InfoDisplays Alteryx Connect version information directory locations license status and other information Password SettingsAdmin PasswordSet a New Password for the superuser account 'admin' Type a password Type the password again to verify,1.6166106,NO,NO,NO
,,,,5,MySQL Connections,https://help.alteryx.com/aac/en/platform/connections/supported-connection-types/mysql-connections.html,The fix is to set the following in the Connect String Options useCursorFetch falseSSLHandshakeException No appropriate protocol protocol is disabled or cipher suites are inappropriate SSL ciphers need to be enabled,1.6156423,NO,NO,NO
,,,,6,Configure SQL Server,https://help.alteryx.com/current/en/server/configure/database-management/sql-db-management/configure-sql-server.html,For each of these settings add a distinct SQL connection string For more information on how to structure these connection strings go to the SQL DB Advanced Connection Strings help page ControllerTo migrate to MSSQL from MongoDB follow the instructions in the Mongo to SQL Migration Guide,1.6066753,NO,NO,NO
,,,,7,Microsoft SQL Server Connections,https://help.alteryx.com/dataprep/en/platform/connections/connection-types/mysql-connections/microsoft-sql-server-connections.html,view sql -server-ver15Connection URL https docs microsoft com en-us sql connect jdbc building-the- connection -url view sql -server-ver15Connection properties https docs microsoft com en-us sql connect jdbc setting -the- connection -properties,1.6060586,NO,NO,NO
,,,,8,Teradata Connections,https://help.alteryx.com/dataprep/en/platform/connections/connection-types/teradata-connections.html,By default this values is set to 1025 Connect String Options Optional You can specify additional options used to connect as a string value however you can access the tables through custom SQL Custom SQL is supported,1.6041014,NO,NO,NO
,,,,9,Selection of connection string based on environment,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/Selection-of-connection-string-based-on-environment/td-p/711597,I have a configuration table in 'employee' DB in MS SQL server I have below data in dbo config which is in MS SQL,1.6033572,NO,NO,NO
,,,,10,Trino Connections,https://help.alteryx.com/aac/en/platform/connections/early-preview-connection-types/trino-connections.html,date columns this connection type supports a set of literal functions on dates,1.5949913,NO,NO,NO
12,MongoDB SQL migration setup guide errors,Mongo to SQL Migration Guide,https://help.alteryx.com/current/en/server/configure/database-management/sql-db-management/mongo-to-sql-migration-guide.html,1,DCM Sync Error after migration from MongoDB to SQL Server Value cannot be null Parameter name value,https://knowledge.alteryx.com/index/s/article/DCM-Sync-Error-after-migration-from-MongoDB-to-SQL-Server,After migrating Alteryx Server from Mongo DB to SQL Server persistence the following error occurs when syncing DCM from Designer to Server Value cannot be null Parameter name value,2.032586,NO,NO,NO
,,,,2,Mongo to SQL Migration Guide,https://help.alteryx.com/current/en/server/configure/database-management/sql-db-management/mongo-to-sql-migration-guide.html,Migration GuideMongo to SQL Migration GuideThis guide contains instructions on how to migrate your database from Mongo to SQL PrerequisitesDownload the migration package from the Alteryx licensing portal,1.6417979,YES,YES,YES
,,,,3,Server SQL DB Customer FAQ,https://help.alteryx.com/current/en/server/configure/database-management/sql-db-management/server-sql-db-customer-faq.html,FAQTo check the full MongoDB to SQL Migration Instructions go to MongoDB to SQL Migration Guide,1.6357446,NO,NO,NO
,,,,4,Error MongoToSQL Migration Macro 829 Batch CountRecordsInAllTables Table or view not found,https://knowledge.alteryx.com/index/s/article/Error-MongoToSQL-Migration-Macro-829-Batch-CountRecordsInAllTables-Table-or-view-not-found,After connecting MongoDB to MSSQL_Migrator with Mongo and SQL the first run errors on migration indicating table note found Error MongoToSQL_Migration_Macro 829 Tool 26 Executing PreSQL DELETE FROM AlteryxGallery alteryx_server Configurations DELETE FROM AlteryxGallery EmailMessageNotificationPreferenceGroups Microsoft ODBC Driver 17 for SQL Server SQL Server Invalid object name,1.6335222,NO,NO,NO
,,,,5,Error SQLPrepare Simba SQLEngine 31740 Table or view not found AlteryxGallery AppIcons,https://knowledge.alteryx.com/index/s/article/Error-SQLPrepare-Simba-SQLEngine-31740-Table-or-view-not-found--AlteryxGallery-AppIcons,Error MongoToSQL_Migration_Macro 829 Batch_CountRecordsInAllTables 19 Record 1 Tool 11 Error SQLPrepare Simba SQLEngine 31740 Table or view not found AlteryxGallery AppIcons,1.6172125,NO,NO,NO
,,,,6,Migration error when creating migrating to SQL Server Invalid Database collation value Current Value 'SQL_Latin1_General_CP1_CI_AS' Expected Value 'LATIN1_GENERAL_100_CI_AS_SC_UTF8',https://knowledge.alteryx.com/index/s/article/Mongo-to-SQL-Migration-has-encountered-an-error-due-to-invalid-database-collation,Current Value 'SQL_Latin1_General_CP1_CI_AS' Expected Value 'LATIN1_GENERAL_100_CI_AS_SC_UTF8' Additionally when running AlteryxServerMigrator exe to migrate MongoDB SQL Server the following error is shown in command prompt Migration has encountered an error due to invalid Error in alteryx-migration csv located in Service log location ERROR 1 AlteryxServerMigrator mig,1.6025099,NO,NO,NO
,,,,7,Configure SQL Server,https://help.alteryx.com/current/en/server/configure/database-management/sql-db-management/configure-sql-server.html,Once the SQL setup is complete and any migration from MongoDB to SQL if applicable has been carried out these privileges can be reduced,1.5859438,NO,NO,NO
,,,,8,Re Alteryx Server Upgrade - Mongo DB failure and Gallery not accessible,https://community.alteryx.com/t5/Alteryx-Server-Discussions/Alteryx-Server-Upgrade-Mongo-DB-failure-and-Gallery-not/m-p/1391298#M17128,For anyone else we encountered the same error Our upgrade was not completing with the error described here https knowledge alteryx com index s article Could-not-finalize- mongodb -restore-the- mongodb -database-failed-to-start-with-exit-code-100 Could not finalize MongoDB restore Attempting to obtain lock 2025-05-14 11 24 30 871392 FATAL 1 AlteryxServerWebApiHost migrationLogger DoMigrateDatabase lock obtained performing,1.5763953,NO,NO,NO
,,,,9,Server Migrator failed with exit code 2993,https://knowledge.alteryx.com/index/s/article/Server-Migrator-failed-with-exit-code-2993,AlteryxService fails to startup after successful migration of MongoDB to MS SQL Service log error shown AlteryxService_LogStartupError There was an error starting the Alteryx Service Server Migrator failed with exit code 2993 See Migrator Logs for detailed error message to SQL Server Verify that the instance name is correct and that SQL Server is configured to a,1.5762488,NO,NO,NO
,,,,10,Could not finalize mongodb restore the mongodb database failed to start with exit code 100,https://community.alteryx.com/t5/Alteryx-Server-Discussions/Could-not-finalize-mongodb-restore-the-mongodb-database-failed/td-p/1258718,Hi I keep getting this error after upgrading from 2023 1 to 23 2 I have done 3 upgrade on 3 different servers and all gave me this error after the mongo migration But there is no issue the AlteryxService starts up successfully Is this a bug or why is this happening,1.5758433,NO,NO,NO
